Country,Date,Average Sentiment,Positive,Negative
SE,2020-10-19,0.07667596292307693,9,4
AU,2020-10-19,0.14515242251851845,71,10
TH,2020-10-19,-0.062916666625,3,5
AR,2020-10-19,0.06428571450000001,1,1
AE,2020-10-19,-0.0127278645625,11,5
PT,2020-10-19,0.06666666660000001,4,1
OM,2020-10-19,-0.0374747476,3,2
BS,2020-10-19,-0.07761363639999999,3,2
BR,2020-10-19,-0.03125,3,1
PH,2020-10-19,0.14473864794382024,81,8
PL,2020-10-19,0.036111111096774194,26,5
NZ,2020-10-19,0.024311481999999995,5,2
AE,2020-10-26,0.10132891408333333,11,1
ZA,2020-10-26,0.1467086834411765,31,3
CA,2020-10-26,0.07364047308192767,325,90
ES,2020-10-26,0.10010695188235295,15,2
BE,2020-10-26,-0.0452651516,3,2
BS,2020-10-26,-0.0272727275,1,1
DE,2020-10-26,0.008638888849999998,16,4
AU,2020-10-26,0.11079463883582086,57,10
CH,2020-10-26,0.004924242249999995,3,1
CO,2020-10-26,0.3882575758888889,8,1
DK,2020-10-26,0.08291666674999998,3,1
FI,2020-10-26,0.056527777749999994,3,1
NG,2020-10-26,-0.018682860370370365,22,5
NL,2020-10-26,0.13934104372222222,13,5
OM,2020-10-26,-0.16666666666666666,2,1
PH,2020-10-26,0.19724288030188686,49,4
PL,2020-10-26,0.01523929766666667,27,3
US,2020-10-26,0.13926774422071006,1471,219
RU,2020-10-26,-0.0523538965,1,1
SA,2020-10-26,-0.018750000000000003,3,1
MY,2020-10-26,0.15700602968571425,33,2
FR,2020-10-26,0.186038961,6,1
GB,2020-10-26,0.11478654525506757,509,83
GH,2020-10-26,0.074074074,5,1
ID,2020-10-26,0.13656565654545452,10,1
IE,2020-10-26,0.13419270390178578,99,13
IN,2020-10-26,0.15675073668817208,77,16
IT,2020-10-26,0.09977056274285713,30,5
KE,2020-10-26,-0.003787878818181807,8,3
KR,2020-10-26,0.026339285624999997,5,3
MC,2020-10-26,0.18484848499999998,2,1
MM,2020-10-26,-0.025,1,1
MX,2020-10-26,0.21709415580952385,18,3
JP,2020-10-26,0.07891929500000001,4,3
